video_file,positive_audio_file,negative_audio_file,mood,positive_score,negative_score,negative_type
pexels_dataset_v2\energetic\energetic_7348382.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_196219.wav,energetic,1.100513334205213,-0.1135165156619418,easy
pexels_dataset_v2\energetic\energetic_5544054.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.0920395964742853,0.5761868185579386,hard
pexels_dataset_v2\energetic\energetic_5544054.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\atlasaudio-piano-relaxing-510242 (1).wav,energetic,1.0920395964742853,-0.0167194573213069,easy
pexels_dataset_v2\energetic\energetic_5544054.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_1132203.wav,energetic,1.0792938375166337,0.6989607283489297,hard
pexels_dataset_v2\energetic\energetic_5544054.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\relaxing_1568720.wav,energetic,1.0792938375166337,-0.0825771345452602,easy
pexels_dataset_v2\energetic\energetic_9723984.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\happy\happy_14013.wav,energetic,1.1273958874346286,0.5925042859154099,hard
pexels_dataset_v2\energetic\energetic_9723984.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\relaxing\relaxing_1320383.wav,energetic,1.1273958874346286,-0.048945014868474,easy
pexels_dataset_v2\energetic\energetic_29809992.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\happy\happy_1284456.wav,energetic,1.178855973742549,0.4995644588535101,hard
pexels_dataset_v2\energetic\energetic_29809992.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-ambient-background-music-highway-251310.wav,energetic,1.178855973742549,-0.1309663806106094,easy
pexels_dataset_v2\energetic\energetic_29809992.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1157362.wav,energetic,1.154946181511574,0.468482522013515,hard
pexels_dataset_v2\energetic\energetic_29809992.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1342720.wav,energetic,1.154946181511574,-0.1374331167236277,easy
pexels_dataset_v2\energetic\energetic_12803292.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.1984745451223613,0.621706527140361,hard
pexels_dataset_v2\energetic\energetic_12803292.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\ribhavagrawal-relaxing-music-with-nature-sound-and-flute-284493.wav,energetic,1.1984745451223613,-0.0359917569195777,easy
pexels_dataset_v2\energetic\energetic_12803292.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\paulyudin-happy-happy-music-477929.wav,energetic,1.1297750499156185,0.6007399249736612,hard
pexels_dataset_v2\energetic\energetic_12803292.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\atlasaudio-piano-relaxing-510242 (1).wav,energetic,1.1297750499156185,-0.0759620106125324,easy
pexels_dataset_v2\energetic\energetic_8795407.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\happy\happy_1407840.wav,energetic,1.2523904025706147,0.5658114954571353,hard
pexels_dataset_v2\energetic\energetic_8795407.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\melancholic\megalix-eerie-criminal-atmosphere-dark-ambient-soundscape-360779.wav,energetic,1.2523904025706147,-0.0799188990595559,easy
pexels_dataset_v2\energetic\energetic_8795407.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\solarflex-happy-happy-music-509920.wav,energetic,1.1891579098339244,0.606989663685555,hard
pexels_dataset_v2\energetic\energetic_8795407.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\relaxing_2235126.wav,energetic,1.1891579098339244,-0.0449344823547658,easy
pexels_dataset_v2\energetic\energetic_4929277.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\happy\happy_1157361.wav,energetic,1.2083149857868216,0.5833986723454563,hard
pexels_dataset_v2\energetic\energetic_4929277.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\relaxing\relaxing_1656580.wav,energetic,1.2083149857868216,-0.0851821994465416,easy
pexels_dataset_v2\energetic\energetic_4929277.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\happy\happy_1453204.wav,energetic,1.1569635892820094,0.5089102552560033,hard
pexels_dataset_v2\energetic\energetic_4929277.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\relaxing\relaxing_1393688.wav,energetic,1.1569635892820094,-0.1277990745723863,easy
pexels_dataset_v2\energetic\energetic_32892563.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.1299062315048876,0.5839495026759222,hard
pexels_dataset_v2\energetic\energetic_32892563.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\relaxing_26403.wav,energetic,1.1299062315048876,0.0241489688697276,easy
pexels_dataset_v2\energetic\energetic_32892563.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_1407840.wav,energetic,1.0917208711808015,0.5048862730658257,hard
pexels_dataset_v2\energetic\energetic_32892563.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\relaxing_196219.wav,energetic,1.0917208711808015,-0.0944686330555677,easy
pexels_dataset_v2\energetic\energetic_35652544.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1129271.wav,energetic,0.9218760179326234,0.4139607948918673,hard
pexels_dataset_v2\energetic\energetic_35652544.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1530545.wav,energetic,0.9218760179326234,-0.1880726177285838,easy
pexels_dataset_v2\energetic\energetic_35652544.mp4,jamendo_dataset_trimmed\energetic\energetic_1534844.wav,jamendo_dataset_trimmed\happy\happy_1314412.wav,energetic,0.8905360433247588,0.360119916531222,hard
pexels_dataset_v2\energetic\energetic_35652544.mp4,jamendo_dataset_trimmed\energetic\energetic_1534844.wav,jamendo_dataset_trimmed\relaxing\atlasaudio-piano-relaxing-510242 (1).wav,energetic,0.8905360433247588,-0.2250366351697108,easy
pexels_dataset_v2\energetic\energetic_31673749.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1342712.wav,energetic,1.132013973260509,0.4377525795707753,hard
pexels_dataset_v2\energetic\energetic_31673749.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\melancholic\megalix-creepy-ambient-soundscape-360808.wav,energetic,1.132013973260509,-0.0934477150262769,easy
pexels_dataset_v2\energetic\energetic_31673749.mp4,jamendo_dataset_trimmed\energetic\energetic_1342712.wav,jamendo_dataset_trimmed\happy\happy_1576712.wav,energetic,1.0377525795707754,0.427234399371577,hard
pexels_dataset_v2\energetic\energetic_31673749.mp4,jamendo_dataset_trimmed\energetic\energetic_1342712.wav,jamendo_dataset_trimmed\melancholic\megalix-eerie-criminal-atmosphere-dark-ambient-soundscape-360779.wav,energetic,1.0377525795707754,-0.1048586644400833,easy
pexels_dataset_v2\energetic\energetic_30503738.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1407840.wav,energetic,1.2016060033473763,0.5430564267098512,hard
pexels_dataset_v2\energetic\energetic_30503738.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\relaxing_196219.wav,energetic,1.2016060033473763,-0.106069950512318,easy
pexels_dataset_v2\energetic\energetic_30503738.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\happy\happy_1373026.wav,energetic,1.1641690843681725,0.5184368079180903,hard
pexels_dataset_v2\energetic\energetic_30503738.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\relaxing\relaxing_1568720.wav,energetic,1.1641690843681725,-0.0105677769772404,easy
pexels_dataset_v2\energetic\energetic_33237143.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1342712.wav,energetic,1.0469079967600896,0.3660209351291491,hard
pexels_dataset_v2\energetic\energetic_33237143.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1531134.wav,energetic,1.0469079967600896,-0.1532882260535769,easy
pexels_dataset_v2\energetic\energetic_33237143.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\happy\happy_1576712.wav,energetic,0.96952015550222,0.4190766609125814,hard
pexels_dataset_v2\energetic\energetic_33237143.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\relaxing\relaxing_1530545.wav,energetic,0.96952015550222,-0.1450534257036713,easy
pexels_dataset_v2\energetic\energetic_5465269.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\happy\happy_1132203.wav,energetic,1.0681126994063703,0.3777575983475211,hard
pexels_dataset_v2\energetic\energetic_5465269.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\relaxing\relaxing_1657462.wav,energetic,1.0681126994063703,-0.0802651995303013,easy
pexels_dataset_v2\energetic\energetic_5465269.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\soulfuljamtracks-happy-happy-music-500007.wav,energetic,0.7941508790641856,0.4544078278570271,hard
pexels_dataset_v2\energetic\energetic_5465269.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-piano-ambient-background-music-last-letter-from-you-281875.wav,energetic,0.7941508790641856,-0.1157975982018374,easy
pexels_dataset_v2\energetic\energetic_6032849.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\happy\happy_1373042.wav,energetic,1.0767702763855562,0.4355045532802455,hard
pexels_dataset_v2\energetic\energetic_6032849.mp4,jamendo_dataset_trimmed\energetic\energetic_1504466.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-piano-ambient-background-music-last-letter-from-you-281875.wav,energetic,1.0767702763855562,-0.0716151399402889,easy
pexels_dataset_v2\energetic\energetic_6032849.mp4,jamendo_dataset_trimmed\energetic\energetic_1504226.wav,jamendo_dataset_trimmed\happy\epic_1712742.wav,energetic,1.0221584917469708,0.4889316538220223,hard
pexels_dataset_v2\energetic\energetic_6032849.mp4,jamendo_dataset_trimmed\energetic\energetic_1504226.wav,jamendo_dataset_trimmed\relaxing\relaxing_196219.wav,energetic,1.0221584917469708,-0.0139511109460785,easy
pexels_dataset_v2\energetic\energetic_6002033.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\happy\happy_1522803.wav,energetic,1.0672411416410086,0.4711199751484138,hard
pexels_dataset_v2\energetic\energetic_6002033.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\relaxing\relaxing_1530545.wav,energetic,1.0672411416410086,-0.1762551991035169,easy
pexels_dataset_v2\energetic\energetic_6002033.mp4,jamendo_dataset_trimmed\energetic\energetic_43883.wav,jamendo_dataset_trimmed\happy\happy_1181020.wav,energetic,1.0592521249030866,0.3920049116143063,hard
pexels_dataset_v2\energetic\energetic_6002033.mp4,jamendo_dataset_trimmed\energetic\energetic_43883.wav,jamendo_dataset_trimmed\relaxing\relaxing_1531137.wav,energetic,1.0592521249030866,-0.1763173147805808,easy
pexels_dataset_v2\energetic\energetic_12306893.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\happy\happy_1544358.wav,energetic,1.0498677636086042,0.5138349883107828,hard
pexels_dataset_v2\energetic\energetic_12306893.mp4,jamendo_dataset_trimmed\energetic\energetic_1289523.wav,jamendo_dataset_trimmed\relaxing\relaxing_1656580.wav,energetic,1.0498677636086042,-0.1712027456158797,easy
pexels_dataset_v2\energetic\energetic_12306893.mp4,jamendo_dataset_trimmed\energetic\energetic_43883.wav,jamendo_dataset_trimmed\happy\happy_1129271.wav,energetic,1.042070595952313,0.4025920973354597,hard
pexels_dataset_v2\energetic\energetic_12306893.mp4,jamendo_dataset_trimmed\energetic\energetic_43883.wav,jamendo_dataset_trimmed\relaxing\relaxing_1342720.wav,energetic,1.042070595952313,-0.179228262924475,easy
pexels_dataset_v2\energetic\energetic_33659788.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\happy\epic_1875943.wav,energetic,1.274824041270647,0.5097991344335275,hard
pexels_dataset_v2\energetic\energetic_33659788.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\relaxing\relaxing_1656580.wav,energetic,1.274824041270647,-0.0775156492607839,easy
pexels_dataset_v2\energetic\energetic_33659788.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\happy\happy_1157361.wav,energetic,1.1711450159895194,0.6346630980721648,hard
pexels_dataset_v2\energetic\energetic_33659788.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-ambient-background-music-highway-251310.wav,energetic,1.1711450159895194,-0.0869067858057139,easy
pexels_dataset_v2\energetic\energetic_36578163.mp4,jamendo_dataset_trimmed\energetic\energetic_1534844.wav,jamendo_dataset_trimmed\happy\happy_1544358.wav,energetic,0.960772665644128,0.2918956923760033,hard
pexels_dataset_v2\energetic\energetic_36578163.mp4,jamendo_dataset_trimmed\energetic\energetic_1534844.wav,jamendo_dataset_trimmed\relaxing\relaxing_1656580.wav,energetic,0.960772665644128,-0.1775468426061455,easy
pexels_dataset_v2\energetic\energetic_36578163.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1576712.wav,energetic,0.787342319365949,0.2903788532845979,hard
pexels_dataset_v2\energetic\energetic_36578163.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1530545.wav,energetic,0.787342319365949,-0.1757080738038205,easy
pexels_dataset_v2\energetic\energetic_35291926.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.1056522995612863,0.5743093744200558,hard
pexels_dataset_v2\energetic\energetic_35291926.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\relaxing_1568720.wav,energetic,1.1056522995612863,-0.0803055074201644,easy
pexels_dataset_v2\energetic\energetic_35291926.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_1132203.wav,energetic,1.0958321366247263,0.6942794082351911,hard
pexels_dataset_v2\energetic\energetic_35291926.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\relaxing_2235126.wav,energetic,1.0958321366247263,-0.1288007255487533,easy
pexels_dataset_v2\energetic\energetic_5621365.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_14013.wav,energetic,1.0362512577563776,0.4666153678579157,hard
pexels_dataset_v2\energetic\energetic_5621365.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\relaxing_1657462.wav,energetic,1.0362512577563776,0.0091915105346379,easy
pexels_dataset_v2\energetic\energetic_5621365.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\epic_1712742.wav,energetic,1.0334339667775816,0.4505266923334861,hard
pexels_dataset_v2\energetic\energetic_5621365.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\relaxing_2235126.wav,energetic,1.0334339667775816,-0.137024415228834,easy
pexels_dataset_v2\energetic\energetic_19048946.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.1725350059444737,0.6698121611266894,hard
pexels_dataset_v2\energetic\energetic_19048946.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\ribhavagrawal-relaxing-music-with-nature-sound-and-flute-284493.wav,energetic,1.1725350059444737,-0.0039073309153449,easy
pexels_dataset_v2\energetic\energetic_19048946.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_1407840.wav,energetic,1.1496486570726618,0.5688990395736481,hard
pexels_dataset_v2\energetic\energetic_19048946.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\relaxing\atlasaudio-piano-relaxing-510242 (1).wav,energetic,1.1496486570726618,-0.040540180930186,easy
pexels_dataset_v2\energetic\energetic_7348383.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1576712.wav,energetic,1.2115806770054531,0.5161564785758155,hard
pexels_dataset_v2\energetic\energetic_7348383.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1531134.wav,energetic,1.2115806770054531,-0.1309293607674319,easy
pexels_dataset_v2\energetic\energetic_7348383.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\happy\happy_1284456.wav,energetic,1.1453911818715228,0.4534815911059019,hard
pexels_dataset_v2\energetic\energetic_7348383.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\relaxing\relaxing_1531137.wav,energetic,1.1453911818715228,-0.1301049947776127,easy
pexels_dataset_v2\energetic\energetic_32025191.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\happy\happy_1157361.wav,energetic,1.2274552705914332,0.5884449429451676,hard
pexels_dataset_v2\energetic\energetic_32025191.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\melancholic\megalix-eerie-criminal-atmosphere-dark-ambient-soundscape-360779.wav,energetic,1.2274552705914332,-0.1423900075948619,easy
pexels_dataset_v2\energetic\energetic_32025191.mp4,jamendo_dataset_trimmed\energetic\energetic_1119024.wav,jamendo_dataset_trimmed\happy\happy_1157362.wav,energetic,1.213261083366911,0.6274552705914331,hard
pexels_dataset_v2\energetic\energetic_32025191.mp4,jamendo_dataset_trimmed\energetic\energetic_1119024.wav,jamendo_dataset_trimmed\relaxing\relaxing_1393688.wav,energetic,1.213261083366911,-0.1408119064226725,easy
pexels_dataset_v2\energetic\energetic_35614269.mp4,jamendo_dataset_trimmed\energetic\energetic_354778.wav,jamendo_dataset_trimmed\happy\happy_1507068.wav,energetic,1.1127274227233968,0.5914851134584659,hard
pexels_dataset_v2\energetic\energetic_35614269.mp4,jamendo_dataset_trimmed\energetic\energetic_354778.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-ambient-background-music-highway-251310.wav,energetic,1.1127274227233968,-0.0038177073453051,easy
pexels_dataset_v2\energetic\energetic_35614269.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\happy\happy_1331970.wav,energetic,1.1049824133577393,0.493990456821391,hard
pexels_dataset_v2\energetic\energetic_35614269.mp4,jamendo_dataset_trimmed\energetic\energetic_9881.wav,jamendo_dataset_trimmed\relaxing\atlasaudio-piano-relaxing-510242 (1).wav,energetic,1.1049824133577393,-0.136943600747234,easy
pexels_dataset_v2\energetic\energetic_6002528.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\happy\happy_1453204.wav,energetic,1.2465044931132072,0.4865859115532387,hard
pexels_dataset_v2\energetic\energetic_6002528.mp4,jamendo_dataset_trimmed\energetic\energetic_1157362.wav,jamendo_dataset_trimmed\relaxing\relaxing_196219.wav,energetic,1.2465044931132072,-0.1163745251317751,easy
pexels_dataset_v2\energetic\energetic_6002528.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\happy\the_mountain-happy-485567.wav,energetic,1.1301145264633496,0.481810960367488,hard
pexels_dataset_v2\energetic\energetic_6002528.mp4,jamendo_dataset_trimmed\energetic\energetic_1380165.wav,jamendo_dataset_trimmed\relaxing\relaxing_1393688.wav,energetic,1.1301145264633496,-0.1474050771160047,easy
pexels_dataset_v2\energetic\energetic_29481814.mp4,jamendo_dataset_trimmed\energetic\energetic_73158.wav,jamendo_dataset_trimmed\happy\happy_1157361.wav,energetic,1.2021319111110238,0.5012663570052679,hard
pexels_dataset_v2\energetic\energetic_29481814.mp4,jamendo_dataset_trimmed\energetic\energetic_73158.wav,jamendo_dataset_trimmed\relaxing\ribhavagrawal-relaxing-music-with-nature-sound-and-flute-284493.wav,energetic,1.2021319111110238,-0.0702840513648851,easy
pexels_dataset_v2\energetic\energetic_29481814.mp4,jamendo_dataset_trimmed\energetic\energetic_1157358.wav,jamendo_dataset_trimmed\happy\happy_1331970.wav,energetic,1.1658095908086958,0.5288959774493506,hard
pexels_dataset_v2\energetic\energetic_29481814.mp4,jamendo_dataset_trimmed\energetic\energetic_1157358.wav,jamendo_dataset_trimmed\relaxing\relaxing_1393688.wav,energetic,1.1658095908086958,-0.1366757596531041,easy
pexels_dataset_v2\energetic\energetic_6008790.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1284456.wav,energetic,1.1819430496029348,0.4571263180679208,hard
pexels_dataset_v2\energetic\energetic_6008790.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1531137.wav,energetic,1.1819430496029348,-0.1250857110865924,easy
pexels_dataset_v2\energetic\energetic_6008790.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\happy\happy_1342712.wav,energetic,1.1516428787364927,0.4791551638133265,hard
pexels_dataset_v2\energetic\energetic_6008790.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\melancholic\megalix-eerie-criminal-atmosphere-dark-ambient-soundscape-360779.wav,energetic,1.1516428787364927,-0.1510263010957747,easy
pexels_dataset_v2\energetic\energetic_29253103.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\happy\happy_1436621.wav,energetic,1.1110281148359824,0.5916658070662454,hard
pexels_dataset_v2\energetic\energetic_29253103.mp4,jamendo_dataset_trimmed\energetic\energetic_6179.wav,jamendo_dataset_trimmed\melancholic\back_drop-dark-piano-ambient-background-music-last-letter-from-you-281875.wav,energetic,1.1110281148359824,0.0404154876718048,easy
pexels_dataset_v2\energetic\energetic_29253103.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\happy\solarflex-happy-happy-music-509920.wav,energetic,1.1095834558200215,0.4849259087942388,hard
pexels_dataset_v2\energetic\energetic_29253103.mp4,jamendo_dataset_trimmed\energetic\energetic_1241876.wav,jamendo_dataset_trimmed\relaxing\ribhavagrawal-relaxing-music-with-nature-sound-and-flute-284493.wav,energetic,1.1095834558200215,-0.0233455009741399,easy
pexels_dataset_v2\energetic\energetic_12306838.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\happy\nastelbom-happy-mood-463426.wav,energetic,1.1646588271720122,0.4192742240779084,hard
pexels_dataset_v2\energetic\energetic_12306838.mp4,jamendo_dataset_trimmed\energetic\energetic_1111548.wav,jamendo_dataset_trimmed\relaxing\relaxing_1656580.wav,energetic,1.1646588271720122,-0.1267517613320669,easy
pexels_dataset_v2\energetic\energetic_12306838.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\happy\happy_1157361.wav,energetic,1.1546169469036698,0.4365926084975528,hard
pexels_dataset_v2\energetic\energetic_12306838.mp4,jamendo_dataset_trimmed\energetic\energetic_1879169.wav,jamendo_dataset_trimmed\relaxing\relaxing_1530545.wav,energetic,1.1546169469036698,-0.1191305770071175,easy
